SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,8 Dewey St #1,Boston,MA,02119,405000,2,2.0,Roxbury,992,1863,1899,2,408,200,Active,,,http://www.redfin.com/MA/Boston/8-Dewey-St-02125/unit-1/home/172267967,MLS PIN,72680516,N,Y,42.3169828,-71.0776299
MLS Listing,,Multi-Family (2-4 Unit),110 Litchfield St,Boston,MA,02135,1350000,6,3.0,Brighton,2720,7545,1900,2,496,,Active,,,http://www.redfin.com/MA/Boston/110-Litchfield-St-02135/home/9010262,MLS PIN,72680508,N,Y,42.362052,-71.1399577
MLS Listing,,Condo/Co-op,58 Sawyer Ave #3,Boston,MA,02125,749000,2,2.0,Boston,1315,,1890,2,570,250,Active,June-28-2020 12:00 PM,June-28-2020 02:00 PM,http://www.redfin.com/MA/Boston/58-Sawyer-Ave-02125/unit-3/home/39913056,MLS PIN,72680514,N,Y,42.3120254,-71.0611709
MLS Listing,,Condo/Co-op,109 Sheridan St #1,Boston,MA,02130,425000,2,1.0,Jamaica Plain,670,,1920,2,634,175,Active,June-28-2020 12:00 PM,June-28-2020 03:00 PM,http://www.redfin.com/MA/Boston/109-Sheridan-St-02130/unit-1/home/12441390,MLS PIN,72680500,N,Y,42.3191126,-71.1062328
MLS Listing,,Single Family Residential,311 Marlborough St,Boston,MA,02116,8300000,4,4.0,Back Bay,4489,2016,1900,2,1849,,Active,,,http://www.redfin.com/MA/Boston/311-Marlborough-St-02116/home/9245021,MLS PIN,72680499,N,Y,42.3515788,-71.0844343
MLS Listing,,Condo/Co-op,32 Fleet St #8,Boston,MA,02113,599000,1,1.0,North End,592,,1900,2,1012,270,Active,June-28-2020 12:00 PM,June-28-2020 01:00 PM,http://www.redfin.com/MA/Boston/32-Fleet-St-02113/unit-8/home/9269552,MLS PIN,72680476,N,Y,42.3645624,-71.0523418
MLS Listing,,Multi-Family (2-4 Unit),36 Leyden St,Boston,MA,02128,650000,3,2.0,East Boston's Orient Heights,1926,4900,1915,2,337,,Active,June-28-2020 12:00 PM,June-28-2020 02:00 PM,http://www.redfin.com/MA/Boston/36-Leyden-St-02128/home/9109387,MLS PIN,72680441,N,Y,42.3905871,-71.0113553
MLS Listing,,Condo/Co-op,8 Dewey St #3,Boston,MA,02119,415000,2,2.0,Roxbury,1036,1863,1899,2,401,200,Active,,,http://www.redfin.com/MA/Boston/8-Dewey-St-02125/unit-3/home/172267419,MLS PIN,72680439,N,Y,42.3169828,-71.0776299
MLS Listing,,Condo/Co-op,50 Liberty Dr Unit 7G,Boston,MA,02210,1550000,1,1.5,Seaport District,1016,,2018,2,1526,737,Active,,,http://www.redfin.com/MA/Boston/50-Liberty-Dr-02210/unit-7G/home/171788658,MLS PIN,72680436,N,Y,42.3542528,-71.0444578
MLS Listing,,Condo/Co-op,181 Essex St Unit E503,Boston,MA,02111,735000,1,1.0,Leather District,779,779,2006,2,944,483,Active,,,http://www.redfin.com/MA/Boston/181-Essex-St-02111/unit-E503/home/12440329,MLS PIN,72680424,N,Y,42.351981,-71.0577947
MLS Listing,,Condo/Co-op,37 Farragut Rd #5,Boston,MA,02127,1039000,2,2.0,South Boston,1220,6300,2020,2,852,350,Active,,,http://www.redfin.com/MA/Boston/37-Farragut-Rd-02127/unit-5/home/172267333,MLS PIN,72680418,N,Y,42.3370169,-71.025401
MLS Listing,,Condo/Co-op,608 Massachusetts Ave #3,Boston,MA,02118,699999,2,1.5,South End,930,930,1890,2,753,234,Active,,,http://www.redfin.com/MA/Boston/608-Massachusetts-Ave-02118/unit-3/home/9287372,MLS PIN,72680413,N,Y,42.3373354,-71.0775159
MLS Listing,,Condo/Co-op,380 Bunker Hill St #102,Boston,MA,02129,1049000,2,2.0,Charlestown,1294,,1907,2,811,571,Active,June-28-2020 11:00 AM,June-28-2020 01:00 PM,http://www.redfin.com/MA/Boston/380-Bunker-Hill-St-02129/unit-102/home/109243563,MLS PIN,72680405,N,Y,42.381908,-71.0693692
MLS Listing,,Single Family Residential,73 Fletcher St,Boston,MA,02131,948000,4,1.5,Centre- South,1813,5000,1903,2,523,,Active,June-28-2020 12:00 PM,June-28-2020 03:00 PM,http://www.redfin.com/MA/Roslindale/73-Fletcher-St-02131/home/9170150,MLS PIN,72680406,N,Y,42.29035,-71.1380513
MLS Listing,,Condo/Co-op,28 Atlantic Ave #436,Boston,MA,02110,4250000,3,2.5,Waterfront,2584,2613,1850,2,1645,2133,Active,,,http://www.redfin.com/MA/Boston/28-Atlantic-Ave-02110/unit-436/home/172267248,MLS PIN,72680380,N,Y,42.363346,-71.050599
MLS Listing,,Multi-Family (2-4 Unit),36 Forbes,Boston,MA,02130,1400000,9,3.0,Jamaica Plain,3624,3420,1905,2,386,,Active,June-28-2020 11:00 AM,June-28-2020 01:00 PM,http://www.redfin.com/MA/Jamaica-Plain/36-Forbes-St-02130/home/11733902,MLS PIN,72680353,N,Y,42.3214216,-71.1068569
MLS Listing,,Condo/Co-op,2 Clarendon St #506,Boston,MA,02116,899000,1,1.0,South End,750,,1865,2,1199,712,Active,June-28-2020 12:00 PM,June-28-2020 02:00 PM,http://www.redfin.com/MA/Boston/2-Clarendon-St-02116/unit-506/home/9232984,MLS PIN,72680352,N,Y,42.3442321,-71.072412
MLS Listing,,Condo/Co-op,172 Hyde Park Ave #2,Boston,MA,02130,539000,3,1.0,Jamaica Plain,1279,1279,1900,2,421,280,Active,June-28-2020 10:00 AM,June-28-2020 11:30 AM,http://www.redfin.com/MA/Boston/172-Hyde-Park-Ave-02130/unit-2/home/9323541,MLS PIN,72680349,N,Y,42.2950663,-71.1164116
MLS Listing,,Condo/Co-op,40 Traveler St #605,Boston,MA,02118,1625000,2,2.0,South End,1264,,2018,2,1286,970,Active,,,http://www.redfin.com/MA/Boston/40-Traveler-St-02118/unit-605/home/145137777,MLS PIN,72680341,N,Y,42.3442232,-71.0623254
MLS Listing,,Multi-Family (2-4 Unit),16 McDonald St,Dedham,MA,02026,559900,4,2.0,Dedham,2099,5390,1910,2,267,,Active,,,http://www.redfin.com/MA/Dedham/16-McDonald-St-02026/home/8871109,MLS PIN,72680335,N,Y,42.2329383,-71.1390261
MLS Listing,,Condo/Co-op,73 Winnisimmet St Unit C,Chelsea,MA,02150,799900,0,2.0,Chelsea,4878,5399,2018,2,164,414,Active,,,http://www.redfin.com/MA/Chelsea/73-Winnisimmet-St-02150/unit-C/home/172266971,MLS PIN,72680300,N,Y,42.3880857,-71.0396496
MLS Listing,,Single Family Residential,757 W Roxbury Pkwy,Boston,MA,02132,1295000,4,2.5,West Roxbury,2866,8650,1931,2,452,,Active,June-28-2020 02:00 PM,June-28-2020 03:30 PM,http://www.redfin.com/MA/West-Roxbury/757-W-Roxbury-Pkwy-02132/home/9221412,MLS PIN,72680293,N,Y,42.2792274,-71.1434823
MLS Listing,,Condo/Co-op,26 Mount Vernon St Unit A,Boston,MA,02129,1329000,2,1.5,Charlestown,1735,,1848,2,766,235,Active,June-28-2020 12:30 PM,June-28-2020 01:30 PM,http://www.redfin.com/MA/Boston/26-Mt-Vernon-St-02129/unit-A/home/9314550,MLS PIN,72680291,N,Y,42.375224194,-71.05858057
MLS Listing,,Condo/Co-op,10 Douglas Park #4,Boston,MA,02118,660000,2,1.0,South End,1009,1009,2000,2,654,395,Active,June-28-2020 01:30 PM,June-28-2020 02:30 PM,http://www.redfin.com/MA/Boston/10-Douglass-Park-02118/unit-4/home/9300819,MLS PIN,72680289,N,Y,42.3384706,-71.0841767
MLS Listing,,Condo/Co-op,147 Kelton St #503,Boston,MA,02134,599000,2,2.0,Allston,1005,,1988,2,596,393,Active,,,http://www.redfin.com/MA/Boston/147-Kelton-St-02134/unit-503/home/8987190,MLS PIN,72680276,N,Y,42.3478845,-71.1396064
MLS Listing,,Condo/Co-op,5 Greenwich Park #5,Boston,MA,02118,1075000,2,1.0,South End,739,739,1900,2,1455,353,Active,,,http://www.redfin.com/MA/Boston/5-Greenwich-Park-02118/unit-5/home/40601999,MLS PIN,72680275,N,Y,42.3423879,-71.0799926
MLS Listing,,Condo/Co-op,242 Jamaicaway #3,Boston,MA,02130,550000,2,1.0,Jamaica Plain,990,990,1940,2,556,185,Active,June-28-2020 12:00 PM,June-28-2020 02:00 PM,http://www.redfin.com/MA/Boston/242-Jamaicaway-02130/unit-3/home/9140202,MLS PIN,72680272,N,Y,42.3231692,-71.1150334
MLS Listing,,Condo/Co-op,488 Dorchester Ave Unit 4H,Boston,MA,02127,799000,2,2.0,South Boston,1116,,2016,2,716,477,Active,June-28-2020 12:00 PM,June-28-2020 01:30 PM,http://www.redfin.com/MA/Boston/488-Dorchester-Ave-02127/unit-4H/home/113002297,MLS PIN,72680254,N,Y,42.3322255,-71.0567642
MLS Listing,,Single Family Residential,4 Dixfield St,Boston,MA,02127,879000,3,3.0,South Boston,1800,1107,1900,2,488,,Active,,,http://www.redfin.com/MA/Boston/4-Dixfield-St-02127/home/9196101,MLS PIN,72680256,N,Y,42.3318488,-71.0472155
MLS Listing,,Condo/Co-op,5050 washington #218,Boston,MA,02132,235000,1,1.0,Boston,660,,1970,2,356,281,Active,June-28-2020 01:00 PM,June-28-2020 03:00 PM,http://www.redfin.com/MA/Boston/5050-Washington-St-02132/unit-218/home/9219735,MLS PIN,72680217,N,Y,42.2652733,-71.1518362
MLS Listing,,Single Family Residential,200 Mount Vernon St,Boston,MA,02132,1600000,4,2.5,Highland Neighborhood,3533,8648,1895,2,453,,Active,,,http://www.redfin.com/MA/West-Roxbury/200-Mt-Vernon-St-02132/home/9210913,MLS PIN,72680183,N,Y,42.2878047,-71.1637664
MLS Listing,,Townhouse,3 Neponset Ct #3,Boston,MA,02131,599900,3,2.5,Jamaica Plain,1424,2084,2004,2,421,,Active,June-28-2020 02:00 PM,June-28-2020 03:30 PM,http://www.redfin.com/MA/Roslindale/3-Neponset-Ct-02131/unit-3/home/113229745,MLS PIN,72680178,N,Y,42.2868601,-71.1147021
MLS Listing,,Condo/Co-op,487 Talbot Ave #5,Boston,MA,02124,499800,2,1.0,Dorchester,1110,1110,1920,2,450,312,Active,June-28-2020 11:00 AM,June-28-2020 01:00 PM,http://www.redfin.com/MA/Boston/487-Talbot-Ave-02124/unit-5/home/26842643,MLS PIN,72680146,N,Y,42.2881439,-71.0661367
MLS Listing,,Townhouse,79 Gibbs St #1,Brookline,MA,02446,1299000,5,3.0,Brookline,2237,,1910,2,581,625,Active,June-28-2020 01:00 PM,June-28-2020 03:00 PM,http://www.redfin.com/MA/Brookline/79-Gibbs-St-02446/unit-1/home/11501047,MLS PIN,72680121,N,Y,42.349137,-71.1257935
MLS Listing,,Townhouse,7 Lambert St #7,Boston,MA,02119,699000,3,2.5,Roxbury,1931,1931,2004,2,362,305,Active,June-28-2020 12:00 PM,June-28-2020 01:30 PM,http://www.redfin.com/MA/Boston/7-Lambert-St-02119/unit-7/home/172265373,MLS PIN,72680101,N,Y,42.3284176,-71.0916765
MLS Listing,,Condo/Co-op,7-7A Monmouth St #1,Boston,MA,02128,594900,2,2.0,East Boston's Eagle Hill,984,,1900,2,605,125,Active,,,http://www.redfin.com/MA/Boston/7-Monmouth-St-02128/unit-1/home/169153094,MLS PIN,72677052,N,Y,42.3794641,-71.0388161
MLS Listing,,Condo/Co-op,7-7A Monmouth St #2,Boston,MA,02128,619900,2,2.0,East Boston's Eagle Hill,1024,,1900,2,605,125,Active,,,http://www.redfin.com/MA/Boston/7-Monmouth-St-02128/unit-2/home/169153207,MLS PIN,72677045,N,Y,42.3794641,-71.0388161
MLS Listing,,Single Family Residential,257 Mount Auburn St,Cambridge,MA,02138,2985000,3,4.5,Cambridge,3395,5175,2005,3,879,,Active,,,http://www.redfin.com/MA/Cambridge/257-Mt-Auburn-St-02138/home/11587789,MLS PIN,72680092,N,Y,42.3749479,-71.1318312
MLS Listing,,Condo/Co-op,121 Portland #501,Boston,MA,02114,1285000,2,2.0,North End,1038,,2017,3,1238,815,Active,June-28-2020 02:30 PM,June-28-2020 03:30 PM,http://www.redfin.com/MA/Boston/121-Portland-St-02114/unit-501/home/112859324,MLS PIN,72680081,N,Y,42.3635856,-71.0604741
MLS Listing,,Condo/Co-op,163-165 Cornell St #1,Boston,MA,02131,550000,3,2.0,Roslindale,1800,,1925,3,306,225,Active,June-28-2020 12:00 PM,June-28-2020 02:30 PM,http://www.redfin.com/MA/Boston/163-Cornell-St-02131/unit-1/home/40352668,MLS PIN,72680079,N,Y,42.2786769,-71.1338719
MLS Listing,,Condo/Co-op,27 Washburn St #3,Boston,MA,02125,765000,2,2.0,Dorchester,1365,,2016,3,560,227,Active,June-28-2020 12:00 PM,June-28-2020 01:30 PM,http://www.redfin.com/MA/Boston/27-Washburn-St-02125/unit-3/home/94037379,MLS PIN,72680064,N,Y,42.3258236,-71.0579183
MLS Listing,,Multi-Family (2-4 Unit),88-90 Bennett St,Boston,MA,02135,1029900,6,2.0,Brighton,2831,5488,1930,3,364,,Active,June-28-2020 01:00 PM,June-28-2020 03:00 PM,http://www.redfin.com/MA/Boston/88-Bennett-St-02135/home/9023460,MLS PIN,72680051,N,Y,42.3517038,-71.157888
MLS Listing,,Condo/Co-op,159 Emerson St #159,Boston,MA,02127,499000,1,1.0,South Boston,676,676,1920,3,738,192,Active,,,http://www.redfin.com/MA/Boston/159-Emerson-St-02127/unit-159/home/109230649,MLS PIN,72680028,N,Y,42.3352476,-71.0391991
MLS Listing,,Condo/Co-op,354 Beacon St #2,Boston,MA,02116,509000,0,1.0,Back Bay,370,,1900,3,1376,249,Active,June-28-2020 12:00 PM,June-28-2020 01:30 PM,http://www.redfin.com/MA/Boston/354-Beacon-St-02116/unit-2/home/9245368,MLS PIN,72680027,N,Y,42.3524427,-71.0847345
MLS Listing,,Condo/Co-op,176 Humbodlt Ave #5,Boston,MA,02121,515000,3,2.0,Roxbury,1291,,2018,3,399,315,Active,,,http://www.redfin.com/MA/Boston/176-Humboldt-Ave-02121/unit-5/home/145561863,MLS PIN,72680016,N,Y,42.3137873,-71.088659
MLS Listing,,Condo/Co-op,130 Fulton St #8,Boston,MA,02109,845000,1,1.0,Waterfront,990,990,1900,3,854,492,Active,,,http://www.redfin.com/MA/Boston/130-Fulton-St-02109/unit-8/home/9278853,MLS PIN,72680001,N,Y,42.3632832,-71.0524115
MLS Listing,,Single Family Residential,28 Walter St,Boston,MA,02136,529000,3,2.0,Hyde Park,1420,6002,1920,3,373,,Active,June-28-2020 12:00 PM,June-28-2020 02:00 PM,http://www.redfin.com/MA/Hyde-Park/28-Walter-St-02136/home/9127566,MLS PIN,72679979,N,Y,42.2567248,-71.118323
MLS Listing,,Single Family Residential,98 Keith St,Boston,MA,02132,629900,3,2.0,West Roxbury,1394,4638,1920,3,452,,Active,June-28-2020 12:00 PM,June-28-2020 02:00 PM,http://www.redfin.com/MA/West-Roxbury/98-Keith-St-02132/home/11836493,MLS PIN,72679950,N,Y,42.2859155,-71.1699396
MLS Listing,,Single Family Residential,31 Pleasantdale,Boston,MA,02132,639000,3,2.0,West Roxbury,1392,6750,1950,3,459,,Active,,,http://www.redfin.com/MA/West-Roxbury/31-Pleasantdale-Rd-02132/home/9220855,MLS PIN,72679944,N,Y,42.261076,-71.1625132
MLS Listing,,Condo/Co-op,410 W Broadway #304,Boston,MA,02127,910000,2,2.0,South Boston,1099,9894,2019,3,828,372,Active,June-28-2020 11:00 AM,June-28-2020 01:00 PM,http://www.redfin.com/MA/Boston/410-W-Broadway-02127/unit-304/home/172263281,MLS PIN,72679906,N,Y,42.3372584,-71.0477571
MLS Listing,,Condo/Co-op,1241-1251 Adams St Unit B506,Boston,MA,02124,1269000,2,2.0,Dorchester's Lower Mills,1925,1925,1900,3,659,1112,Active,,,http://www.redfin.com/MA/Boston/1241-1251-Adams-St-02124/unit-B506/home/39913605,MLS PIN,72679905,N,Y,42.2704537,-71.0730672
MLS Listing,,Condo/Co-op,80 Broad St #408,Boston,MA,02110,649900,1,1.0,Waterfront,708,,2006,3,918,579,Active,,,http://www.redfin.com/MA/Boston/80-Broad-St-02110/unit-408/home/12439506,MLS PIN,72679894,N,Y,42.35771,-71.0528312
MLS Listing,,Condo/Co-op,"523 E 2nd St., #2",Boston,MA,02127,400000,1,1.0,Boston,442,,1910,3,905,107,Active,June-28-2020 11:00 AM,June-28-2020 01:00 PM,http://www.redfin.com/MA/Boston/523-E-2nd-St-02127/unit-2/home/16890087,MLS PIN,72679879,N,Y,42.3369432,-71.0424439
MLS Listing,,Condo/Co-op,142 Tyndale St #1,Boston,MA,02131,599000,3,2.0,Roslindale,1622,,1925,3,369,168,Active,,,http://www.redfin.com/MA/Roslindale/142-Tyndale-St-02131/unit-1/home/143081340,MLS PIN,72679871,N,Y,42.286878,-71.1437119
MLS Listing,,Townhouse,180 Roslindale Ave #180,Boston,MA,02131,849000,4,2.5,Roslindale,2000,4000,2017,3,425,210,Active,June-28-2020 12:00 PM,June-28-2020 01:30 PM,http://www.redfin.com/MA/Roslindale/180-Roslindale-Ave-02131/unit-180/home/172262785,MLS PIN,72679856,N,Y,42.2818918,-71.136965
MLS Listing,,Condo/Co-op,22 Liberty Dr Unit 9M,Boston,MA,02210,6250000,3,3.5,Seaport District,2286,,2015,3,2734,2736,Active,,,http://www.redfin.com/MA/Boston/22-Liberty-Dr-02210/unit-9M/home/114037279,MLS PIN,72679831,N,Y,42.3545972,-71.0452732
MLS Listing,,Multi-Family (2-4 Unit),50 Barry St,Boston,MA,02125,999999,7,5.0,Dorchester,3679,8750,1920,3,272,,Active,,,http://www.redfin.com/MA/Dorchester/50-Barry-St-02125/home/9072031,MLS PIN,72679819,N,Y,42.3083733,-71.06858
MLS Listing,,Condo/Co-op,172 Green St #5,Boston,MA,02130,685000,1,1.0,Jamaica Plain,1215,,1890,3,564,497,Active,June-28-2020 11:30 AM,June-28-2020 12:30 PM,http://www.redfin.com/MA/Boston/172-Green-St-02130/unit-5/home/9299989,MLS PIN,72679818,N,Y,42.310264,-71.1057154
MLS Listing,,Condo/Co-op,34 Worcester St #3,Boston,MA,02118,649000,2,1.0,South End,554,554,1899,3,1171,181,Active,,,http://www.redfin.com/MA/Boston/34-Worcester-St-02118/unit-3/home/21718018,MLS PIN,72679811,N,Y,42.3383053,-71.0769148
MLS Listing,,Condo/Co-op,9 W Broadway #310,Boston,MA,02127,939000,2,2.0,South Boston,1167,,1906,3,805,658,Active,,,http://www.redfin.com/MA/Boston/9-W-Broadway-02127/unit-310/home/11837639,MLS PIN,72679793,N,Y,42.3423405,-71.0578677
MLS Listing,,Multi-Family (2-4 Unit),229 Poplar St,Boston,MA,02131,900000,6,3.0,Roslindale,3348,4233,1916,3,269,,Active,,,http://www.redfin.com/MA/Roslindale/229-Poplar-St-02131/home/9174634,MLS PIN,72679789,N,Y,42.2810465,-71.1266322
MLS Listing,,Condo/Co-op,7 Grampian Way #1,Boston,MA,02125,540000,2,1.0,Dorchester's Savin Hill,1030,1030,1905,3,524,150,Active,June-28-2020 11:30 AM,June-28-2020 01:00 PM,http://www.redfin.com/MA/Boston/7-Grampian-Way-02125/unit-1/home/9322139,MLS PIN,72679775,N,Y,42.3105778,-71.0516123
MLS Listing,,Townhouse,22 Woodstock Ave #22,Boston,MA,02135,1149000,3,2.5,Brighton,2050,,2020,3,560,,Active,June-28-2020 12:30 PM,June-28-2020 02:30 PM,http://www.redfin.com/MA/Boston/22-Woodstock-Ave-02135/unit-22/home/172261899,MLS PIN,72679774,N,Y,42.3455105,-71.1382749
MLS Listing,,Single Family Residential,48 Saint John St,Boston,MA,02130,2200000,5,6.0,Jamaica Plain,3300,4200,1890,3,667,,Active,June-28-2020 12:00 PM,June-28-2020 02:00 PM,http://www.redfin.com/MA/Boston/48-St-John-St-02130/home/9144765,MLS PIN,72679772,N,Y,42.3132902,-71.1109389
MLS Listing,,Condo/Co-op,106 13th St #319,Boston,MA,02129,369900,1,1.0,Boston,656,,1920,3,564,721,Active,,,http://www.redfin.com/MA/Boston/106-13th-St-02129/unit-319/home/9051207,MLS PIN,72679765,N,Y,42.377706,-71.0505749
MLS Listing,,Townhouse,74 Georgia Sr #2,Boston,MA,02121,628000,3,2.0,Roxbury,1875,8900,1875,3,335,99999,Active,June-27-2020 03:30 PM,June-27-2020 05:30 PM,http://www.redfin.com/MA/Boston/74-Georgia-St-02121/unit-2/home/21718953,MLS PIN,72679752,N,Y,42.3102024,-71.0855021
MLS Listing,,Condo/Co-op,1 Franklin St #2612,Boston,MA,02110,2250000,2,2.0,Midtown,1308,,2016,3,1720,1383,Active,,,http://www.redfin.com/MA/Boston/1-Franklin-St-02110/unit-2612/home/108686265,MLS PIN,72679747,N,Y,42.3563166,-71.0595573
MLS Listing,,Condo/Co-op,6 Whittier Pl Unit 4O,Boston,MA,02114,620000,1,1.0,Boston,742,,1964,3,836,622,Active,,,http://www.redfin.com/MA/Boston/6-Whittier-Pl-02114/unit-4O/home/9228127,MLS PIN,72679744,N,Y,42.3657336,-71.0669497
MLS Listing,,Condo/Co-op,49 Revere St #3,Boston,MA,02114,745000,2,1.0,Beacon Hill,683,683,1899,3,1091,455,Active,,,http://www.redfin.com/MA/Boston/49-Revere-St-02114/unit-3/home/9257316,MLS PIN,72679736,N,Y,42.3596471,-71.0682172
MLS Listing,,Condo/Co-op,45 Ashford St #5,Boston,MA,02134,399900,2,1.0,Allston,595,,1942,3,672,503,Active,June-28-2020 11:00 AM,June-28-2020 01:00 PM,http://www.redfin.com/MA/Boston/45-Ashford-St-02134/unit-5/home/8991769,MLS PIN,72679729,N,Y,42.354316,-71.1268418
MLS Listing,,Condo/Co-op,37 Rutland Sq #1,Boston,MA,02118,2749000,4,4.0,South End,2280,,1900,3,1206,485,Active,June-28-2020 01:00 PM,June-28-2020 02:45 PM,http://www.redfin.com/MA/Boston/37-Rutland-Sq-02118/unit-1/home/9284432,MLS PIN,72679726,N,Y,42.3420651,-71.0780834
MLS Listing,,Condo/Co-op,271 Dartmouth St Unit 4H,Boston,MA,02116,695000,1,1.0,Back Bay,560,,1885,3,1241,499,Active,June-28-2020 12:00 PM,June-28-2020 01:30 PM,http://www.redfin.com/MA/Boston/271-Dartmouth-St-02116/unit-4H/home/172261459,MLS PIN,72679725,N,Y,42.3506554,-71.0773882
MLS Listing,,Condo/Co-op,619 Massachusetts Ave #4,Boston,MA,02118,779000,2,1.0,South End,954,,1905,3,817,205,Active,June-28-2020 12:00 PM,June-28-2020 02:00 PM,http://www.redfin.com/MA/Boston/619-Massachusetts-Ave-02118/unit-4/home/9287443,MLS PIN,72679719,N,Y,42.3368198,-71.0777956
MLS Listing,,Single Family Residential,302 Beech St,Boston,MA,02131,639900,3,1.5,Roslindale,1645,4694,1919,3,389,,Active,June-28-2020 12:00 PM,June-28-2020 02:00 PM,http://www.redfin.com/MA/Roslindale/302-Beech-St-02131/home/9175142,MLS PIN,72679701,N,Y,42.2801865,-71.1396644
MLS Listing,,Condo/Co-op,15 Monument Sq #1,Boston,MA,02129,1389000,2,2.5,Charlestown,1750,,1869,3,794,250,Active,,,http://www.redfin.com/MA/Boston/15-Monument-Sq-02129/unit-1/home/9227137,MLS PIN,72679645,N,Y,42.3768726,-71.0597307
MLS Listing,,Condo/Co-op,17 Wyvern St #3,Boston,MA,02131,449000,3,1.0,Roslindale,1055,1055,1905,3,426,200,Active,June-28-2020 01:30 PM,June-28-2020 04:00 PM,http://www.redfin.com/MA/Boston/17-Wyvern-St-02131/unit-3/home/9328984,MLS PIN,72679623,N,Y,42.2882474,-71.1173666
MLS Listing,,Condo/Co-op,66 Falcon St #2,Boston,MA,02128,614000,2,2.0,East Boston's Eagle Hill,890,9999,1900,3,690,225,Active,June-28-2020 11:30 AM,June-28-2020 01:00 PM,http://www.redfin.com/MA/Boston/66-Falcon-St-02128/unit-2/home/169988766,MLS PIN,72679622,N,Y,42.3821749,-71.036913
MLS Listing,,Single Family Residential,7 Rutledge St,Boston,MA,02132,975000,4,3.0,Bellevue Hill,2244,10370,1910,3,434,,Active,June-28-2020 12:00 PM,June-28-2020 02:00 PM,http://www.redfin.com/MA/West-Roxbury/7-Rutledge-St-02132/home/9209477,MLS PIN,72679626,N,Y,42.2831702,-71.1535548
MLS Listing,,Condo/Co-op,163 Kent St #2,Brookline,MA,02446,1650000,3,2.5,Brookline,2011,,2013,3,820,613,Active,June-28-2020 12:00 PM,June-28-2020 01:30 PM,http://www.redfin.com/MA/Brookline/163-Kent-St-02446/unit-2/home/40474129,MLS PIN,72679617,N,Y,42.3364536,-71.1130375
MLS Listing,,Townhouse,28 Constellation Wharf #28,Boston,MA,02129,1220000,2,2.5,Charlestown's Navy Yard,1850,,1987,3,659,1449,Active,,,http://www.redfin.com/MA/Boston/28-9th-St-02129/unit-28/home/28650732,MLS PIN,72679614,N,Y,42.3764204,-71.0527732
MLS Listing,,Condo/Co-op,390 Commonwealth Ave #713,Boston,MA,02215,749000,1,1.0,Back Bay,744,,1986,3,1007,725,Active,,,http://www.redfin.com/MA/Boston/390-Commonwealth-Ave-02215/unit-713/home/9239924,MLS PIN,72679610,N,Y,42.3485811,-71.0902534
MLS Listing,,Condo/Co-op,66 Falcon St #1,Boston,MA,02128,480000,1,1.5,East Boston's Eagle Hill,694,,1900,3,692,225,Active,June-28-2020 11:30 AM,June-28-2020 01:00 PM,http://www.redfin.com/MA/Boston/66-Falcon-St-02128/unit-1/home/169657825,MLS PIN,72679605,N,Y,42.3821749,-71.036913
MLS Listing,,Single Family Residential,134 Foster St,Boston,MA,02135,999999,5,2.5,Brighton,2946,13228,1910,3,339,,Active,June-28-2020 12:00 PM,June-28-2020 02:00 PM,http://www.redfin.com/MA/Brighton/134-Foster-St-02135/home/11732056,MLS PIN,72679607,N,Y,42.3463541,-71.1577787
MLS Listing,,Single Family Residential,21 Montrose,Boston,MA,02119,440000,5,1.5,Boston,3410,3049,1900,3,129,,Active,,,http://www.redfin.com/MA/Boston/21-Montrose-St-02119/home/9291217,MLS PIN,72679604,N,Y,42.3236066,-71.0806739
MLS Listing,,Condo/Co-op,233 Metropolitan Ave #2,Boston,MA,02131,689900,5,2.0,Roslindale,1800,,1910,3,383,300,Active,,,http://www.redfin.com/MA/Roslindale/233-Metropolitan-Ave-02131/unit-2/home/171443141,MLS PIN,72679591,N,Y,42.276773,-71.1268643
MLS Listing,,Condo/Co-op,379 Hyde Park Ave #2,Boston,MA,02131,509000,3,2.5,Roslindale,1427,,2008,3,357,308,Active,June-28-2020 11:30 AM,June-28-2020 12:30 PM,http://www.redfin.com/MA/Boston/379-Hyde-Park-Ave-02131/unit-2/home/109543694,MLS PIN,72679581,N,Y,42.2878451,-71.1186475
MLS Listing,,Single Family Residential,14 Cumston St,Boston,MA,02118,2650000,3,2.5,South End,2253,,2000,3,1176,,Active,,,http://www.redfin.com/MA/Boston/14-Cumston-St-02118/unit-TH8/home/9300851,MLS PIN,72679551,N,Y,42.3384808,-71.0753457
MLS Listing,,Single Family Residential,75 Maxwell,Boston,MA,02124,549900,4,2.5,Dorchester,1800,2517,1910,3,306,,Active,June-28-2020 12:00 PM,June-28-2020 01:30 PM,http://www.redfin.com/MA/Boston/75-Maxwell-St-02124/home/11834810,MLS PIN,72679542,N,Y,42.2820201,-71.0796551
