SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,59 Brainerd Rd #506,Boston,MA,02134,565000,1,1.0,Boston,846,,1988,5,668,422,Active,June-28-2020 12:30 PM,June-28-2020 02:00 PM,http://www.redfin.com/MA/Boston/59-Brainerd-Rd-02134/unit-506/home/11833029,MLS PIN,72678166,N,Y,42.3480483,-71.132825
MLS Listing,,Condo/Co-op,188 Brookline Ave Unit 27 J,Boston,MA,02215,2750000,2,2.0,The Fenway,1510,,2018,5,1821,2154,Active,,,http://www.redfin.com/MA/Boston/188-Brookline-Ave-02215/unit-27J/home/145174711,MLS PIN,72678149,N,Y,42.3437734,-71.1017218
MLS Listing,,Condo/Co-op,414 Commercial St Unit 1A,Boston,MA,02109,2595000,3,3.0,North End,1975,1975,1899,5,1314,750,Active,,,http://www.redfin.com/MA/Boston/414-Commercial-St-02109/unit-1A/home/59032448,MLS PIN,72678131,N,Y,42.3668727,-71.0523352
MLS Listing,,Multi-Family (2-4 Unit),83 E Brookline,Boston,MA,02118,2499900,7,5.5,South End,3500,1612,1910,5,714,,Active,,,http://www.redfin.com/MA/Boston/83-E-Brookline-St-02118/home/9284979,MLS PIN,72678100,N,Y,42.3374621,-71.0701933
MLS Listing,,Townhouse,144 Beacon St #5,Boston,MA,02116,2725000,2,2.0,Back Bay,1509,1665,1863,5,1806,899,Active,,,http://www.redfin.com/MA/Boston/144-Beacon-St-02116/unit-5/home/172236912,MLS PIN,72678097,N,Y,42.3549281,-71.0755218
MLS Listing,,Condo/Co-op,9 Lithgow #1,Boston,MA,02124,509900,2,2.0,Dorchester,1020,,1905,5,500,225,Active,,,http://www.redfin.com/MA/Boston/9-Lithgow-St-02124/unit-1/home/172236873,MLS PIN,72678094,N,Y,42.2894005,-71.0707388
MLS Listing,,Condo/Co-op,118 Chandler #4,Boston,MA,02116,725000,1,1.0,South End,670,,1890,5,1082,227,Active,June-28-2020 12:00 PM,June-28-2020 01:45 PM,http://www.redfin.com/MA/Boston/118-Chandler-St-02116/unit-4/home/9251426,MLS PIN,72678069,N,Y,42.346007,-71.073819
MLS Listing,,Condo/Co-op,3 Avery St #601,Boston,MA,02111,899900,2,2.0,Midtown,1460,,2004,5,616,2329,Active,,,http://www.redfin.com/MA/Boston/3-Avery-St-02111/unit-601/home/11838820,MLS PIN,72678034,N,Y,42.353596,-71.0628695
MLS Listing,,Condo/Co-op,111 Perkins St #054,Boston,MA,02130,310000,1,1.0,Jamaica Plain,805,,1963,5,385,1245,Active,,,http://www.redfin.com/MA/Jamaica-Plain/111-Perkins-St-02130/unit-054/home/172236198,MLS PIN,72677995,N,Y,42.3222155,-71.1159742
MLS Listing,,Condo/Co-op,22 Liberty Dr Unit 2G,Boston,MA,02210,2050000,2,2.0,Seaport District,1452,,2015,5,1412,1465,Active,,,http://www.redfin.com/MA/Boston/22-Liberty-Dr-02210/unit-2G/home/114037219,MLS PIN,72677992,N,Y,42.3545972,-71.0452732
MLS Listing,,Condo/Co-op,3 Lamson St #1,Boston,MA,02128,699000,3,2.0,East Boston's Jeffries Point,1237,1237,1895,5,565,312,Active,June-28-2020 11:00 AM,June-28-2020 12:30 PM,http://www.redfin.com/MA/Boston/3-Lamson-St-02128/unit-1/home/9224950,MLS PIN,72677972,N,Y,42.3652834,-71.0331865
MLS Listing,,Condo/Co-op,535 E First St Ph 5,Boston,MA,02127,1099000,2,2.5,South Boston,1420,,2014,5,774,438,Active,,,http://www.redfin.com/MA/Boston/535-E-1st-St-02127/unit-5/home/109543749,MLS PIN,72677947,N,Y,42.3378433,-71.0385127
MLS Listing,,Multi-Family (2-4 Unit),7-9 Nottingham St,Boston,MA,02121,1175000,10,5.5,Dorchester,4210,6210,1900,6,279,,Active,,,http://www.redfin.com/MA/Boston/7-Nottingham-St-02121/home/9076412,MLS PIN,72677899,N,Y,42.3008688,-71.0731399
MLS Listing,,Condo/Co-op,39 Englewood Ave #23,Boston,MA,02135,469000,2,1.0,Brighton,745,,1960,6,630,379,Active,,,http://www.redfin.com/MA/Boston/39-Englewood-Ave-02135/unit-23/home/9024435,MLS PIN,72677892,N,Y,42.3383636,-71.1468787
MLS Listing,,Condo/Co-op,150 Dorchester Ave #211,Boston,MA,02127,770000,1,1.0,South Boston,991,,2016,6,777,366,Active,,,http://www.redfin.com/MA/Boston/150-Dorchester-Ave-02127/unit-211/home/105643922,MLS PIN,72677881,N,Y,42.3418223,-71.0569152
MLS Listing,,Single Family Residential,8 Kemble Pl,Boston,MA,02127,895000,3,1.0,South Boston,878,858,1890,6,1019,,Active,,,http://www.redfin.com/MA/Boston/8-Kemble-Pl-02127/home/9196774,MLS PIN,72677875,N,Y,42.3377789,-71.0277922
MLS Listing,,Condo/Co-op,300 Summer St #35,Boston,MA,02210,245000,1,1.0,Fort Point,1449,,1898,6,169,2319,Active,,,http://www.redfin.com/MA/Boston/300-Summer-St-02210/unit-35/home/172235431,MLS PIN,72677864,N,Y,42.3499931,-71.0491732
MLS Listing,,Condo/Co-op,80 Broad St #1008,Boston,MA,02110,1295000,2,2.0,Waterfront,1168,1168,2006,6,1109,1202,Active,,,http://www.redfin.com/MA/Boston/80-Broad-St-02110/unit-1008/home/12440176,MLS PIN,72677848,N,Y,42.35771,-71.0528312
MLS Listing,,Townhouse,2 Mendell Way Unit A,Boston,MA,02130,900000,3,2.5,Jamaica Plain,1500,,2012,6,600,150,Active,June-28-2020 11:00 AM,June-28-2020 01:00 PM,http://www.redfin.com/MA/Boston/2-Mendell-Way-02130/unit-A/home/172235275,MLS PIN,72677825,N,Y,42.3159592,-71.1013442
MLS Listing,,Townhouse,27 Howland St #2,Boston,MA,02121,999000,3,3.0,Boston,3633,8300,1900,6,275,399,Active,,,http://www.redfin.com/MA/Boston/27-Howland-St-02121/unit-2/home/102396648,MLS PIN,72677767,N,Y,42.3126757,-71.0854092
MLS Listing,,Condo/Co-op,45 Province St #1806,Boston,MA,02108,1725000,2,2.0,Boston,1405,1405,2009,6,1228,1175,Active,,,http://www.redfin.com/MA/Boston/45-Province-St-02108/unit-1806/home/39913460,MLS PIN,72677739,N,Y,42.3572317,-71.0600121
MLS Listing,,Condo/Co-op,20 W Fifth Unit 2E,Boston,MA,02127,1175000,3,2.0,South Boston,1456,,2021,6,807,693,Active,,,http://www.redfin.com/MA/Boston/20-W-Fifth-St-02127/unit-2E/home/172234753,MLS PIN,72677707,N,Y,42.3401945,-71.0561375
MLS Listing,,Condo/Co-op,20 W Fifth Unit 3G,Boston,MA,02127,860000,2,2.0,South Boston,1046,,2020,6,822,522,Active,,,http://www.redfin.com/MA/Boston/20-W-Fifth-St-02127/unit-3G/home/172234745,MLS PIN,72677705,N,Y,42.3401945,-71.0561375
MLS Listing,,Multi-Family (2-4 Unit),22 Anita Ter,Boston,MA,02119,1150000,6,3.0,Roxbury's Fort Hill,3147,1837,1900,6,365,,Active,,,http://www.redfin.com/MA/Boston/22-Anita-Ter-02119/home/9290114,MLS PIN,72677701,N,Y,42.3297706,-71.0946012
MLS Listing,,Condo/Co-op,300 Boylston Ph 1201,Boston,MA,02116,6495000,2,2.5,Back Bay,2490,,1988,7,2608,4319,Active,,,http://www.redfin.com/MA/Boston/300-Boylston-St-02116/unit-1201/home/9235998,MLS PIN,72677665,N,Y,42.3517181,-71.0698816
MLS Listing,,Multi-Family (2-4 Unit),27 Howland St,Boston,MA,02121,2199000,6,6.0,Boston,8200,8292,2016,8,268,,Active,,,http://www.redfin.com/MA/Boston/27-Howland-St-02121/home/21782530,MLS PIN,72677433,N,Y,42.3126757,-71.0854092
MLS Listing,,Condo/Co-op,2 Hawthorne Unit 2N,Boston,MA,02114,749900,2,2.0,West End,1313,,1976,8,571,1191,Active,,,http://www.redfin.com/MA/Boston/2-Hawthorne-Pl-02114/unit-2N/home/9274671,MLS PIN,72677395,N,Y,42.3637057,-71.0662122
MLS Listing,,Multi-Family (2-4 Unit),1911-1913 River St,Boston,MA,02136,869900,7,3.0,Hyde Park,2479,7542,1905,8,351,,Active,,,http://www.redfin.com/MA/Boston/1911-River-St-02136/home/9122240,MLS PIN,72677391,N,Y,42.2431718,-71.1433794
MLS Listing,,Condo/Co-op,514-516 Harvard St Unit 1D,Brookline,MA,02446,529000,1,1.0,Brookline,669,,1915,8,791,563,Active,June-28-2020 12:00 PM,June-28-2020 02:00 PM,http://www.redfin.com/MA/Brookline/514-Harvard-St-02446/unit-1D/home/11450178,MLS PIN,72677331,N,Y,42.3481984,-71.1295329
MLS Listing,,Condo/Co-op,410 W Broadway Unit 504.,Boston,MA,02127,899000,2,2.0,South Boston,1100,,2019,8,817,375,Active,June-28-2020 11:30 AM,June-28-2020 01:00 PM,http://www.redfin.com/MA/Boston/410-W-Broadway-02127/unit-504/home/163861920,MLS PIN,72677323,N,Y,42.3372584,-71.0477571
MLS Listing,,Condo/Co-op,33 Pond Ave #604,Brookline,MA,02445,549000,1,1.0,Brookline Village,870,,1970,8,631,692,Active,,,http://www.redfin.com/MA/Brookline/33-Pond-Ave-02445/unit-604/home/11486613,MLS PIN,72677306,N,Y,42.3313518,-71.1140979
MLS Listing,,Condo/Co-op,530 Dorchester Ave #2,Boston,MA,02127,579000,1,1.0,South Boston,641,,2020,8,903,295,Active,June-28-2020 12:00 PM,June-28-2020 02:00 PM,http://www.redfin.com/MA/Boston/530-Dorchester-Ave-02127/unit-2/home/170471226,MLS PIN,72677296,N,Y,42.331153,-71.0569749
MLS Listing,,Single Family Residential,86 Highland St,Boston,MA,02136,679900,3,1.5,Hyde Park's Fairmount,1554,4268,1910,8,438,,Active,June-28-2020 02:00 PM,June-28-2020 03:30 PM,http://www.redfin.com/MA/Hyde-Park/86-Highland-St-02136/home/9128580,MLS PIN,72677293,N,Y,42.2526709,-71.1139014
MLS Listing,,Condo/Co-op,2 Avery Ph 2B,Boston,MA,02111,7450000,3,3.5,Midtown,4300,999,2001,8,1733,6828,Active,,,http://www.redfin.com/MA/Boston/2-Avery-St-02111/unit-2B/home/9313301,MLS PIN,72677282,N,Y,42.3528703,-71.0629976
MLS Listing,,Townhouse,111 Alban #5,Boston,MA,02124,649900,4,2.5,Dorchester's Ashmont,1733,,1987,8,375,303,Active,,,http://www.redfin.com/MA/Boston/111-Alban-St-02124/unit-5/home/172192211,MLS PIN,72677261,N,Y,42.288729,-71.06692
MLS Listing,,Multi-Family (2-4 Unit),9-11 Holton St,Boston,MA,02134,2089000,8,4.0,Allston,3873,7120,1905,8,539,,Active,,,http://www.redfin.com/MA/Boston/9-Holton-St-02134/home/8993459,MLS PIN,72677251,N,Y,42.3597591,-71.1338007
MLS Listing,,Condo/Co-op,566 Commonwealth #307,Boston,MA,02215,529000,1,1.0,Kenmore Square,845,,1968,8,626,1133,Active,June-28-2020 12:00 PM,June-28-2020 02:00 PM,http://www.redfin.com/MA/Boston/566-Commonwealth-Ave-02215/unit-307/home/137905655,MLS PIN,72677250,N,Y,42.3487227,-71.0988578
MLS Listing,,Condo/Co-op,1 Franklin St Ph 4A,Boston,MA,02110,13995000,3,4.5,Midtown,4172,,2016,8,3355,6069,Active,,,http://www.redfin.com/MA/Boston/1-Franklin-St-02108/unit-4A/home/145254726,MLS PIN,72677220,N,Y,42.3557499,-71.0592998
MLS Listing,,Condo/Co-op,24 Ransom Rd Unit 12A,Boston,MA,02135,388000,3,1.0,Brighton,864,864,1930,8,449,478,Active,June-28-2020 12:30 PM,June-28-2020 02:00 PM,http://www.redfin.com/MA/Boston/24-Ransom-Rd-02135/unit-12A/home/9003973,MLS PIN,72677125,N,Y,42.3430223,-71.1451281
MLS Listing,,Condo/Co-op,400 Stuart St Unit 18L,Boston,MA,02116,929000,1,1.0,Back Bay,589,,2008,8,1577,582,Active,,,http://www.redfin.com/MA/Boston/400-Stuart-St-02116/unit-18L/home/12438472,MLS PIN,72677106,N,Y,42.3488635,-71.0736183
MLS Listing,,Condo/Co-op,1111 Boylston St #48,Boston,MA,02215,375000,1,1.0,Boston,293,10018,1900,8,1280,253,Active,,,http://www.redfin.com/MA/Boston/1111-Boylston-St-02215/unit-48/home/9240500,MLS PIN,72677086,N,Y,42.3470701,-71.0906559
MLS Listing,,Multi-Family (2-4 Unit),1089 Blue Hill Ave,Boston,MA,02124,1500000,12,4.5,Dorchester,4988,5000,1903,8,301,,Active,,,http://www.redfin.com/MA/Boston/1089-Blue-Hill-Ave-02124/home/11835057,MLS PIN,72677082,N,Y,42.287411,-71.090827
MLS Listing,,Single Family Residential,232 Clarendon St,Boston,MA,02116,4900000,3,3.0,Back Bay,5601,1520,1899,8,875,,Active,,,http://www.redfin.com/MA/Boston/232-Clarendon-St-02116/home/172181403,MLS PIN,72677040,N,Y,42.351627,-71.0759549
MLS Listing,,Condo/Co-op,37 Worcester Sq #4,Boston,MA,02118,1858000,2,2.5,South End,1803,1803,1900,8,1031,535,Active,,,http://www.redfin.com/MA/Boston/37-Worcester-Sq-02118/unit-4/home/9319454,MLS PIN,72677028,N,Y,42.3359981,-71.0743173
MLS Listing,,Condo/Co-op,221 Paris St #3,Boston,MA,02128,615000,2,1.5,East Boston,1103,,2020,8,558,250,Active,June-28-2020 12:00 PM,June-28-2020 02:00 PM,http://www.redfin.com/MA/Boston/221-Paris-St-02128/unit-3/home/172178679,MLS PIN,72676960,N,Y,42.3748431,-71.0345536
MLS Listing,,Condo/Co-op,179 London #3,Boston,MA,02128,589000,2,2.0,Boston,900,,2020,8,654,225,Active,,,http://www.redfin.com/MA/Boston/179-London-St-02128/unit-3/home/172176659,MLS PIN,72676912,N,Y,42.374593,-71.037163
MLS Listing,,Single Family Residential,21 Baker Ave,Boston,MA,02125,425000,2,1.0,Dorchester,1234,2318,1910,8,344,,Active,,,http://www.redfin.com/MA/Dorchester/21-Baker-Ave-02125/home/9065286,MLS PIN,72676883,N,Y,42.3124564,-71.0706808
MLS Listing,,Condo/Co-op,703 E 5Th St #1,Boston,MA,02127,699999,2,1.0,South Boston's City Point,929,929,1905,8,753,175,Active,June-28-2020 11:30 AM,June-28-2020 01:00 PM,http://www.redfin.com/MA/Boston/703-E-5th-St-02127/unit-1/home/11737944,MLS PIN,72676875,N,Y,42.3338358,-71.0320293
MLS Listing,,Condo/Co-op,7 Keswick St Ph 3,Boston,MA,02215,1749000,2,3.0,The Fenway,1526,,1907,8,1146,133,Active,,,http://www.redfin.com/MA/Boston/7-Keswick-St-02215/unit-3/home/172172972,MLS PIN,72676869,N,Y,42.345776,-71.1059284
MLS Listing,,Condo/Co-op,7 Keswick St Unit G2,Boston,MA,02215,629900,1,1.0,The Fenway,559,,1907,8,1127,133,Active,,,http://www.redfin.com/MA/Boston/7-Keswick-St-02215/unit-G2/home/172172499,MLS PIN,72676865,N,Y,42.345776,-71.1059284
MLS Listing,,Condo/Co-op,7 Keswick St Unit G1,Boston,MA,02215,629900,1,1.0,The Fenway,560,,1907,8,1125,133,Active,,,http://www.redfin.com/MA/Boston/7-Keswick-St-02215/unit-G1/home/172172498,MLS PIN,72676864,N,Y,42.345776,-71.1059284
MLS Listing,,Condo/Co-op,729 E Fifth St #2,Boston,MA,02127,1575000,3,3.0,South Boston,2000,,1920,8,788,275,Active,June-28-2020 01:30 PM,June-28-2020 03:00 PM,http://www.redfin.com/MA/Boston/729-E-5th-St-02127/unit-2/home/171033311,MLS PIN,72676852,N,Y,42.33379,-71.03073
MLS Listing,,Condo/Co-op,26 Commonwealth Ter #6,Boston,MA,02135,359000,1,1.0,Boston,370,370,1910,9,970,290,Active,,,http://www.redfin.com/MA/Boston/26-Commonwealth-Ter-02135/unit-6/home/9313728,MLS PIN,72676835,N,Y,42.346549,-71.140389
MLS Listing,,Townhouse,49 Stimson St #49,Boston,MA,02132,449900,2,2.0,West Roxbury,1116,1675,1991,9,403,350,Active,,,http://www.redfin.com/MA/West-Roxbury/49-Stimson-St-02132/unit-49/home/113199587,MLS PIN,72676789,N,Y,42.2606328,-71.1589099
MLS Listing,,Single Family Residential,25 Salem St,Boston,MA,02129,1449000,3,2.5,Charlestown,1809,1063,1995,9,801,,Active,June-28-2020 11:00 AM,June-28-2020 12:15 PM,http://www.redfin.com/MA/Charlestown/25-Salem-St-02129/home/9046745,MLS PIN,72676780,N,Y,42.3776775,-71.0657501
MLS Listing,,Condo/Co-op,188 Brookline Ave Unit 24-G,Boston,MA,02215,1088000,1,1.0,Boston,612,,2018,9,1778,559,Active,,,http://www.redfin.com/MA/Boston/188-Brookline-Ave-02215/unit-24G/home/171787708,MLS PIN,72676767,N,Y,42.3437734,-71.1017218
MLS Listing,,Condo/Co-op,65 E India Row Unit 31F,Boston,MA,02110,1699000,2,2.5,Waterfront,1636,,1972,9,1039,1787,Active,,,http://www.redfin.com/MA/Boston/65-E-India-Row-02110/unit-31F/home/9261064,MLS PIN,72676765,N,Y,42.3576699,-71.0504859
MLS Listing,,Condo/Co-op,8 Whittier Pl Unit 6D,Boston,MA,02114,585000,1,1.0,West End,942,999,1964,9,621,775,Active,,,http://www.redfin.com/MA/Boston/8-Whittier-Pl-02114/unit-6D/home/9228692,MLS PIN,72676733,N,Y,42.3654839,-71.06728
MLS Listing,,Condo/Co-op,124 Pembroke St #1,Boston,MA,02118,1899000,2,2.5,South End,1844,,1900,9,1030,210,Active,June-28-2020 01:00 PM,June-28-2020 02:30 PM,http://www.redfin.com/MA/Boston/124-Pembroke-St-02118/unit-1/home/11736138,MLS PIN,72676712,N,Y,42.3428679,-71.0774164
MLS Listing,,Condo/Co-op,141 Englewood Ave #31,Boston,MA,02135,419000,2,1.0,Brighton's Cleveland Circle,765,765,1930,9,548,568,Active,,,http://www.redfin.com/MA/Boston/141-Englewood-Ave-02135/unit-31/home/11731971,MLS PIN,72676678,N,Y,42.3376671,-71.1516387
MLS Listing,,Single Family Residential,86 Sprague St,Boston,MA,02136,525000,3,1.0,Boston,1212,4120,1920,9,433,,Active,,,http://www.redfin.com/MA/Hyde-Park/86-Sprague-St-02136/home/9134799,MLS PIN,72676674,N,Y,42.2342609,-71.138299
MLS Listing,,Condo/Co-op,143 W Brookline #303,Boston,MA,02118,859000,2,1.5,South End,916,,1989,9,938,502,Active,June-28-2020 11:00 AM,June-28-2020 12:00 PM,http://www.redfin.com/MA/Boston/143-W-Brookline-St-02118/unit-303/home/9286213,MLS PIN,72676642,N,Y,42.3419085,-71.0748189
MLS Listing,,Condo/Co-op,201 W Eighth St #3,Boston,MA,02127,1349000,3,2.5,South Boston,1681,,2020,9,802,275,Active,,,http://www.redfin.com/MA/Boston/201-W-8th-St-02127/unit-3/home/172130579,MLS PIN,72676627,N,Y,42.333248,-71.051859
MLS Listing,,Condo/Co-op,121 Portland St #803,Boston,MA,02114,929000,2,1.5,North End,963,,2017,9,965,528,Active,,,http://www.redfin.com/MA/Boston/121-Portland-St-02114/unit-803/home/101715874,MLS PIN,72676607,N,Y,42.3635856,-71.0604741
MLS Listing,,Condo/Co-op,288- Princeton St #1,Boston,MA,02128,499999,2,2.0,East Boston,810,,1890,9,617,,Active,,,http://www.redfin.com/MA/Boston/288-Princeton-St-02128/unit-1/home/168806447,MLS PIN,72676590,N,Y,42.3801207,-71.0293014
MLS Listing,,Condo/Co-op,50 B St #8,Boston,MA,02127,849000,2,2.0,South Boston,1220,1220,2002,9,696,356,Active,,,http://www.redfin.com/MA/Boston/50-B-St-02127/unit-8/home/9317789,MLS PIN,72676573,N,Y,42.3397487,-71.0554909
MLS Listing,,Condo/Co-op,88 Kingston St Unit 3E,Boston,MA,02111,720000,1,1.0,Midtown,838,,1899,9,859,413,Active,,,http://www.redfin.com/MA/Boston/88-Kingston-St-02111/unit-3E/home/11838883,MLS PIN,72676555,N,Y,42.3526558,-71.0592399
MLS Listing,,Condo/Co-op,3 Devens St #1,Boston,MA,02129,629000,1,1.0,Charlestown,660,,1983,9,953,192,Active,June-28-2020 11:00 AM,June-28-2020 12:00 PM,http://www.redfin.com/MA/Boston/3-Devens-St-02129/unit-1/home/9057583,MLS PIN,72676547,N,Y,42.3739254,-71.0638224
MLS Listing,,Condo/Co-op,3 Avery St #309,Boston,MA,02111,799000,1,1.5,Midtown,1059,,2004,9,754,1862,Active,,,http://www.redfin.com/MA/Boston/3-Avery-St-02111/unit-309/home/11838685,MLS PIN,72676541,N,Y,42.353596,-71.0628695
MLS Listing,,Condo/Co-op,145 Pinckney St #413,Boston,MA,02114,549000,0,1.0,Beacon Hill,465,465,1952,9,1181,443,Active,June-28-2020 11:00 AM,June-28-2020 01:00 PM,http://www.redfin.com/MA/Boston/145-Pinckney-St-02114/unit-413/home/9256023,MLS PIN,72676526,N,Y,42.3590978,-71.0715924
MLS Listing,,Single Family Residential,11 Beethoven,Boston,MA,02119,749000,4,1.5,Roxbury,1880,3484,1900,9,398,,Active,,,http://www.redfin.com/MA/Boston/11-Beethoven-St-02119/home/11837322,MLS PIN,72676522,N,Y,42.3158307,-71.0993364
MLS Listing,,Condo/Co-op,3 Avery St #401,Boston,MA,02111,719800,2,2.0,Midtown,1509,1509,2004,9,477,2283,Active,,,http://www.redfin.com/MA/Boston/3-Avery-St-02111/unit-401/home/21718679,MLS PIN,72676509,N,Y,42.353596,-71.0628695
MLS Listing,,Condo/Co-op,20 Union Park #1,Boston,MA,02118,1395000,2,1.0,South End,1151,1151,1899,9,1212,514,Active,,,http://www.redfin.com/MA/Boston/20-Union-Park-02118/unit-1/home/9282061,MLS PIN,72676500,N,Y,42.3424714,-71.0715323
MLS Listing,,Townhouse,90 Worcester St #3,Boston,MA,02118,859000,1,1.0,South End,695,,1900,9,1236,243,Active,June-28-2020 12:00 PM,June-28-2020 01:30 PM,http://www.redfin.com/MA/Boston/90-Worcester-St-02118/unit-3/home/9290344,MLS PIN,72676494,N,Y,42.3395539,-71.0785337
MLS Listing,,Condo/Co-op,68 Bryon Rd #2,Boston,MA,02467,264999,1,1.0,West Roxbury's Chestnut Hill,625,,1955,9,424,299,Active,,,http://www.redfin.com/MA/Chestnut-Hill/68-Bryon-Rd-02467/unit-2/home/9204227,MLS PIN,72676479,N,Y,42.300752,-71.168268
MLS Listing,,Condo/Co-op,295 Commonwealth Ave Unit 2C,Boston,MA,02115,799000,1,1.0,Back Bay,793,,1899,9,1008,432,Active,,,http://www.redfin.com/MA/Boston/295-Commonwealth-Ave-02115/unit-2C/home/172127485,MLS PIN,72676427,N,Y,42.3502871,-71.0857192
MLS Listing,,Condo/Co-op,272 E #1,Boston,MA,02127,520000,2,1.0,South Boston,654,,1920,9,795,150,Active,June-28-2020 01:30 PM,June-28-2020 03:00 PM,http://www.redfin.com/MA/Boston/272-E-St-02127/unit-1/home/9328627,MLS PIN,72676385,N,Y,42.3364618,-71.0511189
MLS Listing,,Single Family Residential,344 Marlborough St,Boston,MA,02115,6890000,5,4.5,Back Bay,5167,2240,1900,9,1333,,Active,,,http://www.redfin.com/MA/Boston/344-Marlborough-St-02115/home/11735574,MLS PIN,72676386,N,Y,42.350734,-71.085654
MLS Listing,,Condo/Co-op,140 Shawmut Unit 7A,Boston,MA,02118,3950000,4,3.5,South End,2596,,2017,9,1522,2007,Active,,,http://www.redfin.com/MA/Boston/140-Shawmut-Ave-02118/unit-7A/home/144161747,MLS PIN,72676378,N,Y,42.3459437,-71.06581
MLS Listing,,Condo/Co-op,185 Marlborough #2,Boston,MA,02116,4125000,3,2.5,Back Bay,2062,,1899,9,2000,1009,Active,,,http://www.redfin.com/MA/Boston/185-Marlborough-St-02116/unit-2/home/39913417,MLS PIN,72676371,N,Y,42.3526838,-71.0802507
MLS Listing,,Multi-Family (2-4 Unit),39 Pratt St,Boston,MA,02134,2400000,9,3.0,Allston,2607,5000,1910,9,921,,Active,,,http://www.redfin.com/MA/Allston/39-Pratt-St-02134/home/8991019,MLS PIN,72676328,N,Y,42.3549811,-71.127932
MLS Listing,,Condo/Co-op,97 Anderer Ln #102,Boston,MA,02132,525000,2,2.0,West Roxbury's Chestnut Hill,1032,1032,1989,9,509,450,Active,,,http://www.redfin.com/MA/Boston/97-Anderer-Ln-02132/unit-102/home/9201015,MLS PIN,72676298,N,Y,42.2935491,-71.169289
